t,at,where,Fx,Fy,Fz,Tx,Ty,Tz
1788887165.847624,2026-09-09T02:06:05.847612,tare,0.0,0.0,0.0,0.0,0.0,0.0
1788887397.969674,2026-09-09T02:09:57.969660,between normal and shear blocks,0.02239,0.05432,-0.04325,0.00203,-0.0011,0.00024
1788887552.435136,2026-09-09T02:12:32.435121,end of collect,0.0586,0.07574,0.04274,0.00233,-0.00241,0.00044
